feature,balanced_accuracy
6607,0.9231537976015148
6608,0.685
6609,0.815
6610,0.7958657689880075
6611,0.8878947368421053
6612,0.775
6613,0.8500000000000001
6614,0.905
6615,0.7751551418439716
6616,0.94
6617,0.72
6618,0.905
6619,0.8999999999999999
6620,0.7948138018093835
6621,0.6799999999999999
6622,0.625
6623,0.9
6624,0.675
6625,0.97
6626,0.815
6627,0.63
6628,0.522938829787234
6629,0.875
6630,0.965
6631,0.9742268041237113
6632,0.885
6633,0.81
6634,0.975
6635,0.81
6636,0.71
6637,0.96
6638,0.735
6639,0.6599999999999999
6640,0.8999999999999999
6641,0.915
6642,0.8
6643,0.8089198036006546
6644,0.965
6645,0.89
6646,0.9131075110456554
6647,0.5129917946560067
6648,0.7330633284241532
6649,0.9627659574468085
6650,0.95
6651,0.8772880286135072
6652,0.8200000000000001
6653,0.8671365453397855
6654,0.81
6655,0.77
6656,0.8863370733987845
6657,0.76
6658,0.79
6660,0.96
6661,0.615
6662,0.8400000000000001
6663,0.6555333473595624
6664,0.985
6665,0.8049999999999999
6666,0.915
6667,0.7231748369450873
6668,0.91
6669,0.94
6670,0.965
6671,0.8774458236903009
6672,0.8817588891226593
6673,0.6783459595959596
6674,0.75
6675,0.8254260467073427
6676,0.8919629707553124
6677,0.5800000000000001
6678,0.7796654744371976
6679,0.615
6680,0.74
6681,0.825
6682,0.835
6683,0.8200000000000001
6684,0.745
6686,0.7749999999999999
6687,0.7749999999999999
6688,0.815
6689,0.8799999999999999
6690,0.72
6691,0.8801730184708908
6692,0.8200000000000001
6693,0.965
6694,0.5
6695,0.5830409356725146
6696,0.75
6697,0.5803126039241768
6698,0.76
6699,0.915
6700,0.725
6701,0.7949999999999999
6702,0.8874921102461604
6703,0.8152219650746897
6704,0.71
6705,0.8200000000000001
6706,0.87
6707,0.865
6708,0.8400000000000001
6709,0.97
6710,0.955
6711,0.9485588049652851
6712,0.865
6713,0.9525709219858156
6714,0.7
6715,0.88
6716,0.875
6717,0.845
6718,0.94
6719,0.975
6720,0.87
6721,0.895
6722,0.915
6723,0.9550000000000001
6724,0.835
6725,0.9089473684210526
6726,0.825
6727,0.855
6728,0.9
6729,0.6
6730,0.8923311592678309
6731,0.8102777193351567
6732,0.85
6733,0.74
6734,0.8
6735,0.965
6736,0.86
6737,0.76883021249737
6738,0.6278050490883591
6739,0.7795602777193351
6740,0.881916684199453
6741,0.925
6742,0.52
6743,0.8600000000000001
6744,0.845
6745,0.61
6746,0.865
6747,0.86
6748,0.8110140963601935
6749,0.72
6750,0.9199999999999999
6751,0.783978539869556
6752,0.9231011992425837
6753,0.845
6754,0.4146854618135914
6755,0.815
6756,0.7696191878813381
6757,0.8473684210526315
6758,0.965
6759,0.8
6760,0.595
6761,0.905
6762,0.58
6763,0.955
6764,0.7
6765,0.865
6766,0.855
6767,0.9392361111111112
6768,0.8999999999999999
6770,0.665
6771,0.6978224279402483
6772,0.9578900709219859
6773,0.9383547233326319
6774,0.7847675152535241
6775,0.895
6776,0.7903955396591626
6777,0.74
6778,0.985
6779,0.65
6780,0.66
6781,0.815
6782,0.8049999999999999
6783,0.885
6784,0.9546680741262021
6785,0.885
6786,0.69
6787,0.77
6788,0.73379970544919
6789,0.955
6790,0.846679915828852
6791,0.98
6792,0.965
6793,0.8939473684210526
6794,0.92
6795,0.4789473684210527
6796,0.925
6797,0.81
6798,0.66
6799,0.6839473684210526
6800,0.9132127077635178
6801,0.75
6802,0.97
6803,0.7799810645907848
6804,0.8799999999999999
6805,0.8087322695035462
6807,0.8400000000000001
6808,0.8
6809,0.9383547233326319
6810,0.8465705869976856
6811,0.8814432989690721
6812,0.77
6813,0.8
6814,0.82
6815,0.87
6816,0.71
6818,0.9299999999999999
6819,0.63
6820,0.46670523879654957
6821,0.7481064590784767
6822,0.7749999999999999
6824,0.8186842105263158
6825,0.77
6826,0.735
6827,0.6624556737588652
6828,0.9199999999999999
6829,0.7527351146644224
6830,0.8578947368421053
6831,0.885
6832,0.825
6833,0.685
6834,0.958973280033663
6835,0.915
6836,0.9691247633073847
6837,0.5998842836103513
6838,0.9450000000000001
6839,0.9642857142857143
6840,0.9537488908606921
6841,0.9132127077635178
6842,0.92
6843,0.745
6844,0.71
6845,0.943561960866821
6846,0.6
6847,0.65
6849,0.9099999999999999
6850,0.87
6851,0.6308121186618978
6852,0.87
6853,0.935
6854,0.84
6855,0.77
6856,0.87
6857,0.6815025252525253
6858,0.7585227272727273
6860,0.7196704067321178
6861,0.76
6862,0.8200000000000001
6863,0.955
6864,0.9385125184094256
6865,0.875
6866,0.905
6867,0.9450000000000001
6868,0.905
6869,0.5549999999999999
6870,0.885
6871,0.835
6872,0.635
6873,0.8771828318956449
6874,0.675
6875,0.8826530612244898
6876,0.4945067788686302
6877,0.955
6879,0.7648327372185988
6880,0.755
6881,0.765
6882,0.7150000000000001
6883,0.8667157584683358
6884,0.9335156743109615
6885,0.65
6886,0.84
6887,0.74
6888,0.81
6889,0.745
6890,0.8500000000000001
6891,0.928077540437091
6892,0.5900000000000001
6893,0.9099999999999999
6894,0.6499999999999999
6895,0.895
6896,0.8500000000000001
6897,0.905
6898,0.6999684343434344
6899,0.94
6900,0.7889753839680202
6901,0.635
6902,0.9199999999999999
6903,0.88
6904,0.7034574468085106
6905,0.825
6906,0.74
6907,0.5053179055633473
6908,0.72
6909,0.749211024616032
6910,0.875
6911,0.725
6912,0.7488954344624448
6913,0.76
6914,0.675
6915,0.815
6916,0.79
6917,0.875
6918,0.7136524822695035
6919,0.5178947368421052
6920,0.885
6921,0.7084580423456379
6922,0.97
6923,0.855
6924,0.77
6925,0.675
6926,0.6678939617083947
6927,0.895
6928,0.825
6929,0.8919629707553124
6930,0.675
6931,0.885489413590511
6932,0.76
6933,0.9550000000000001
6934,0.681832526825163
6935,0.865
6936,0.8200000000000001
6937,0.7350000000000001
6938,0.69
6939,0.6699999999999999
6940,0.9226804123711341
6941,0.871186618977488
6942,0.8899999999999999
6943,0.875
6944,0.735
6945,0.9419326241134751
6946,0.845
6947,0.79
6948,0.9299999999999999
6949,0.8999999999999999
6950,0.845
6951,0.7394803282137598
6952,0.915
6953,0.90805806858826
6954,0.8600000000000001
6955,0.74
6956,0.87
6957,0.95
6959,0.9450000000000001
6960,0.7849999999999999
6961,0.8300000000000001
6962,0.47368421052631576
6963,0.855
6964,0.905
6965,0.8764990532295391
6966,0.515
6967,0.82
6968,0.85
6969,0.855
6970,0.915
6971,0.8768672417420577
6972,0.8821270776351777
6973,0.73
6974,0.8595328282828283
6975,0.9589206816747318
6976,0.615
6977,0.905
6978,0.785
6979,0.94
6980,0.6325757575757576
6981,0.89
6982,0.8770250368188512
6983,0.9079528718703976
6984,0.78
6985,0.915
6986,0.8210526315789474
6987,0.7071849358300021
6988,0.9482323232323232
6990,0.585
6991,0.7722066386161758
6992,0.7427414264674942
6993,0.9378947368421052
6994,0.9334104775930991
6995,0.74
6996,0.7019776982958132
6997,0.8412055543867032
6998,0.73
6999,0.935
7000,0.635
7001,0.735
7002,0.861842105263158
7003,0.75
7004,0.8885195035460993
7005,0.77
7006,0.94
7007,0.965
7008,0.8934659090909092
7009,0.9199999999999999
7010,0.9550000000000001
7011,0.85
7012,0.9024300441826215
7013,0.735
7014,0.925
7015,0.7481161347517731
7016,0.9131578947368422
7017,0.925
7018,0.8400000000000001
7019,0.665
7020,0.915
7022,0.965
7023,0.8049999999999999
7024,0.685
7025,0.6390735815602837
7026,0.815
7027,0.975
7028,0.855
7029,0.845
7030,0.8927519461392804
7031,0.405
7032,0.66
7033,0.995
7034,0.8693181818181819
7035,0.9032512626262625
7036,0.8355249316221334
7037,0.89
7038,0.9272411616161617
7039,0.935
7040,0.76
7041,0.905
7042,0.8500000000000001
7043,0.6832386363636364
7044,0.865
7045,0.8382092198581561
7046,0.6189051418439716
7047,0.6799999999999999
7048,0.7894736842105263
7049,0.85
7050,0.8999999999999999
7051,0.885
7052,0.95
7053,0.6599999999999999
7054,0.9594381313131313
7055,0.835
7056,0.885
7057,0.83
7058,0.97
7059,0.9299999999999999
7062,0.845
7063,0.915
7064,0.8302650957290132
7065,0.7384283610351356
7066,0.935
7067,0.744949494949495
7068,0.955
7069,0.76
7070,0.7940248264254155
7071,0.9074268882810856
7072,0.84
7073,0.855
7074,0.6070075757575757
7075,0.89
7076,0.86
7077,0.6950000000000001
7078,0.9450000000000001
7079,0.8843808890366922
7080,0.7050000000000001
7081,0.85
7082,0.81
7083,0.875
7084,0.745
7085,0.8
7086,0.895
7087,0.9199999999999999
7088,0.97
7089,0.95
7090,0.945
7091,0.680780559646539
7092,0.7150000000000001
7093,0.9199999999999999
7094,0.875
7095,0.86
7096,0.785
7097,0.9123711340206185
7098,0.9487166000420787
7099,0.8150115716389649
7100,0.7897368421052631
7101,0.6307069219440353
7102,0.8784722222222222
7103,0.8075047112293536
7104,0.96
7105,0.6950000000000001
7106,0.55
7107,0.5950980392156863
7108,0.89
7109,0.9450000000000001
7110,0.8
7111,0.62
7112,0.8049999999999999
7113,0.875
7114,0.8999999999999999
7115,0.5576241134751774
7116,0.835
7117,0.8999999999999999
7118,0.9129497159688618
7119,0.865
7121,0.855
7122,0.53
7123,0.965
7124,0.735
7125,0.891842105263158
7126,0.94
7127,0.8873869135282979
7128,0.975
7129,0.8670839469808542
7130,0.79
7131,0.7272249105827898
7132,0.615
7133,0.6761519040605933
7134,0.7050000000000001
7135,0.995
7136,0.885
7137,0.9199999999999999
7138,0.775
7139,0.855
7140,0.835
7141,0.835
7142,0.89
7143,0.875
7144,0.7842105263157895
7145,0.8049999999999999
7146,0.72
7147,0.825
7148,0.83
7149,0.9199999999999999
7150,0.91
7151,0.8200000000000001
7152,0.685
7153,0.7473684210526316
7154,0.7949999999999999
7155,0.6715758468335788
7156,0.6900000000000001
7157,0.6715232484746476
7158,0.86
7159,0.8526315789473684
7160,0.6157894736842104
7161,0.9450000000000001
7162,0.815
7163,0.87
7164,0.875
7165,0.835
7166,0.835
7167,0.79
7168,0.965
7169,0.755
7170,0.6503787081843047
7171,0.815
7172,0.87
7173,0.8208274894810659
7174,0.84
7175,0.866768356827267
7176,0.5837891857774038
7177,0.72
7178,0.8774984220492321
7179,0.765
7180,0.55
7181,0.9846412791920892
7182,0.5767653253519566
7183,0.765
7184,0.62
7185,0.4946236559139785
7186,0.835
7187,0.69
7188,0.94
7189,0.7849999999999999
7190,0.87
7191,0.96
7192,0.9029560277719335
7193,0.755
7194,0.935
7195,0.885
7196,0.7050000000000001
7197,0.935
7198,0.595
7199,0.795
7200,0.9
7201,0.943561960866821
7202,0.74
7203,0.9691247633073847
7204,0.86
7205,0.8999999999999999
7206,0.63
7208,0.865
7209,0.8899999999999999
7210,0.735
7211,0.7002840909090909
7212,0.8421052631578947
7213,0.8049999999999999
7214,0.9
7215,0.8456238165369241
7216,0.841678939617084
7217,0.7849999999999999
7218,0.87
7219,0.8500000000000001
7220,0.64
7221,0.901578947368421
7222,0.815
7223,0.4666000420786871
7224,0.86
7225,0.8899999999999999
7226,0.87
7227,0.77
7228,0.6558489375131495
7229,0.905
7230,0.8
7231,0.855
7232,0.8664527666736798
7233,0.9738475177304965
7234,0.7
7235,0.9299999999999999
7236,0.935
7237,0.585
7238,0.6
7239,0.645
7240,0.7547348484848485
7241,0.9133522727272727
7242,0.925
7243,0.9299999999999999
7244,0.8049999999999999
7245,0.825
7246,0.625
7247,0.855
7248,0.74
7249,0.975
7250,0.88
7251,0.8500000000000001
7252,0.8825478645066274
7253,0.89
7254,0.6814643383126446
7255,0.88
7256,0.885
7257,0.8671365453397855
7258,0.71
7259,0.9537563131313131
7260,0.7285398695560699
7261,0.8828947368421052
7262,0.6751893939393939
7263,0.765
7264,0.7840311382284872
7265,0.8617715127288028
7266,0.9199999999999999
7267,0.7350000000000001
7268,0.9299999999999999
7269,0.975
7270,0.94
7271,0.8610877340626972
7272,0.815
7273,0.52
7274,0.9199999999999999
7275,0.8093835472333263
7276,0.855
7277,0.7150000000000001
7278,0.6052631578947368
7279,0.825
7280,0.94
7281,0.865
7282,0.89
7283,0.75
7284,0.71
7285,0.64
7286,0.77
7287,0.77
7289,0.9021670523879655
7290,0.75
7292,0.8999999999999999
7293,0.895
7294,0.925
7295,0.865
7296,0.8
7297,0.885
7298,0.85
7299,0.855
7300,0.7
7301,0.815
7302,0.72
7303,0.97
7304,0.8162878787878788
7305,0.7990244983926393
7306,0.6799999999999999
7307,0.9450000000000001
7308,0.5549999999999999
7309,0.91
7310,0.8153271617925522
7311,0.584630759520303
7312,0.94
7313,0.92
7314,0.96
7315,0.9450000000000001
7316,0.85
7317,0.9299999999999999
7318,0.9538712392173365
7319,0.543078055964654
7320,0.825
7321,0.5449999999999999
7322,0.76
7323,0.815
7324,0.73
7325,0.855
7326,0.645
7327,0.7150000000000001
7328,0.7942352198611403
7329,0.8049999999999999
7330,0.825
7331,0.9450000000000001
7332,0.745
7333,0.7949999999999999
7334,0.73
7335,0.8405263157894737
7336,0.7150000000000001
7337,0.9591310751104566
7338,0.855
7339,0.59
7340,0.9433515674310962
7341,0.8722385861561119
7342,0.6462760361876709
7343,0.645
7344,0.515
7345,0.6699999999999999
7346,0.8253734483484115
7347,0.6407532084998948
7348,0.68
7349,0.925
7350,0.7377971807279613
7351,0.94
7352,0.7894736842105263
7353,0.7847675152535241
7354,0.8300000000000001
7355,0.9381969282558384
7356,0.9199999999999999
7357,0.655
7358,0.4998246434416647
7359,0.8
7360,0.7950241952451083
7361,0.8999999999999999
7362,0.88
7363,0.955
7364,0.96
7365,0.9199999999999999
7366,0.675
7367,0.755
7368,0.9299999999999999
7369,0.94
7370,0.825
7371,0.9099999999999999
7372,0.8467809804334105
7373,0.775
7374,0.7329581317062908
7375,0.7949999999999999
7376,0.915
7377,0.9450000000000001
7378,0.8326905095839177
7379,0.965
7380,0.9199999999999999
7381,0.9099999999999999
7382,0.925
7383,0.8899999999999999
7384,0.925
7385,0.8867031348621923
7386,0.9690721649484536
7387,0.9588154849568693
7388,0.8516726278140122
7389,0.69
7390,0.8263728171681044
7391,0.8410477593099095
7392,0.6847368421052631
7393,0.6599999999999999
7394,0.96
7395,0.79
7396,0.915
7397,0.9381313131313131
7398,0.85
7400,0.7290088383838385
7401,0.9
7402,0.98
7403,0.86
7404,0.9299999999999999
7405,0.9269725177304965
7406,0.6
7407,0.7070797391121397
7408,0.8974332000841574
7409,0.86
7410,0.9538712392173365
7411,0.8
7412,0.8300000000000001
7413,0.8300395256916996
7414,0.5900000000000001
7415,0.855
7416,0.574163686092994
7417,0.72
7418,0.565
7419,0.565
7420,0.56
7421,0.6515957446808511
7422,0.585
7423,0.86
7424,0.95
7425,0.875
7426,0.925
7428,0.655
7429,0.865
7430,0.885
7431,0.9052631578947368
7432,0.805
7433,0.955
7434,0.7490532295392384
7435,0.9587628865979381
7436,0.6699999999999999
7437,0.8203766042499474
7438,0.6550599621291816
7439,0.71875
7440,0.6613191668419945
7441,0.82
7442,0.6506942983378918
7443,0.675
7444,0.905
7445,0.72
7446,0.92
7447,0.605
7448,0.8781565656565657
7449,0.895
7450,0.705
7451,0.625
7452,0.9073216915632232
7453,0.8660845781611614
7454,0.615
7455,0.925
7456,0.825
7457,0.945
7458,0.8975383968020197
7459,0.71
7460,0.645
7461,0.9282536151279199
7462,0.77
7463,0.8200000000000001
7464,0.9450000000000001
7465,0.7634651798863875
7466,0.7012413212707763
7467,0.8200000000000001
7468,0.7842105263157895
7469,0.8609825373448348
7470,0.5176470588235295
7471,0.8263157894736842
7472,0.9299999999999999
7473,0.87
7474,0.7302405498281787
7475,0.865
7476,0.86
7477,0.48795681063122925
7478,0.875
7479,0.7547338523038081
7480,0.89
7481,0.755
7482,0.855
7483,0.47
7484,0.8500000000000001
7485,0.8450126262626263
7486,0.8894736842105264
7487,0.72
7488,0.65
7489,0.8200000000000001
7490,0.885
7491,0.925
7492,0.9793814432989691
7493,0.5957446808510638
7494,0.8095939406690511
7495,0.7788239006942983
7496,0.89
7497,0.885
7498,0.78
7499,0.8999999999999999
7500,0.75
7501,0.66
7502,0.835
7503,0.84
7504,0.88
7505,0.88
7506,0.7749999999999999
7507,0.8300088652482269
7508,0.845
7509,0.45586997685672204
7510,0.6689473684210526
7511,0.86
7512,0.79
7513,0.915
7514,0.815
7515,0.81
7516,0.635
7517,0.5419991134751774
7518,0.605
7519,0.625
7520,0.8500000000000001
7521,0.9124763307384809
7522,0.885
7523,0.685
7524,0.645
7526,0.825
7527,0.76
7528,0.87
7529,0.875
7530,0.78
7531,0.905
7532,0.86
7533,0.845
7534,0.8108563012834
7535,0.7281190826846202
7536,0.825
7537,0.8868083315800547
7538,0.88
7539,0.915
7540,0.9199999999999999
7541,0.7949999999999999
7542,0.78
7543,0.8001262360614348
7544,0.88
7545,0.57
7546,0.7
7547,0.6914457070707071
7548,0.8763412581527457
7549,0.9131601094045866
7550,0.835
7551,0.8769198401009888
7552,0.615
7553,0.6186842105263158
7554,0.9199999999999999
7555,0.825
7556,0.7944982116557964
7557,0.8973280033662949
7558,0.9
7559,0.99
7560,0.9278350515463918
7561,0.875
7562,0.765
7564,0.51
7565,0.7497368421052631
7566,0.9111258865248226
7567,0.4976856722070271
7568,0.75
7569,0.815
7570,0.77
7571,0.72
7572,0.725
7573,0.9538186408584052
7574,0.875
7575,0.7785083105407111
7576,0.815
7577,0.615
7578,0.875
7579,0.71
7581,0.5018935409215233
7582,0.9
7583,0.81
7584,0.845
7585,0.655
7586,0.7050000000000001
7587,0.6699999999999999
7588,0.735
7589,0.6256574794866401
7590,0.6799999999999999
7591,0.65
7592,0.9119318181818181
7593,0.9383547233326319
7594,0.845
7595,0.7600462865558595
7596,0.995
7597,0.94
7598,0.6872501577950767
7599,0.975
7600,0.8715022091310751
7601,0.835
7602,0.635
7603,0.5800000000000001
7604,0.755
7605,0.73
7606,0.7994424573953293
7607,0.965
7608,0.7463699494949495
7609,0.955
7610,0.8764990532295391
7611,0.665
7612,0.895
7613,0.8410669191919191
7614,0.8200000000000001
7615,0.98
7616,0.74
7617,0.8999999999999999
7618,0.7956553755522828
7619,0.965
7620,0.72
7621,0.8
7622,0.595
7623,0.815
7624,0.63
7625,0.845
7626,0.9199999999999999
7627,0.8
7628,0.51
7629,0.87
7630,0.7577319587628866
7631,0.6699999999999999
7632,0.905
7633,0.8874395118872291
7634,0.9
7635,0.66
7636,0.705
7637,0.6809909530822638
7638,0.885
7639,0.745
7640,0.8559472342312382
7641,0.555
7642,0.88
7643,0.94
7644,0.8163785460992907
7645,0.69
7646,0.63
7647,0.79
7649,0.735
7650,0.8172650709219859
7651,0.8667157584683358
7652,0.62
7653,0.7875631313131313
7654,0.715
7655,0.895
7656,0.8300000000000001
7657,0.9099999999999999
7658,0.97
7659,0.8260572270145172
7660,0.855
7661,0.8500000000000001
7663,0.755
7664,0.7685672207027141
7665,0.7743530401851462
7666,0.9129497159688618
7667,0.75
7668,0.665
7669,0.73
7670,0.8091503267973856
7671,0.905
7672,0.86
7673,0.905
7675,0.7943497474747474
7676,0.685
7677,0.765
7678,0.9299999999999999
7679,0.915
7680,0.7123395750052599
7681,0.49489795918367346
7682,0.8459920050494425
7683,0.7735640648011782
7684,0.96
7685,0.875
7686,0.9450000000000001
7687,0.975
7688,0.9099999999999999
7689,0.84
7690,0.5814222596254996
7692,0.755
7693,0.585
7694,0.915
7695,0.91
7696,0.8147485798443088
7697,0.89
7698,0.925
7699,0.9099999999999999
7700,0.84
7701,0.715
7702,0.9299999999999999
7703,0.71
7704,0.64
7705,0.99
7706,0.775
7707,0.68
7708,0.86
7709,0.82
7710,0.48185356616873554
7711,0.71
7712,0.925
7713,0.6399999999999999
7714,0.82
7715,0.845
7716,0.7683080808080809
7717,0.89
7718,0.875
7719,0.9228382074479275
7720,0.6810961498001262
7721,0.84
7722,0.88
7723,0.75
7724,0.8200000000000001
7725,0.885
7726,0.7949999999999999
7727,0.8049999999999999
7728,0.7330633284241532
7729,0.7786135072585736
7730,0.94
7731,0.86
7732,0.9199999999999999
7733,0.6742052360916316
7734,0.76
7735,0.8306858826004628
7736,0.8409951609509784
7737,0.75
7738,0.895
7739,0.735
7740,0.9299999999999999
7741,0.925
7742,0.9299999999999999
7743,0.8
7744,0.7282242794024827
7745,0.865
7746,0.8490554389430793
7747,0.8583703530512041
7748,0.925
7749,0.8049999999999999
7750,0.535
7751,0.9099999999999999
7752,0.905
7753,0.955
7754,0.9
7755,0.8506605753796765
7756,0.635
7757,0.605
7758,0.625
7759,0.79
7760,0.7083420997264885
7761,0.6950000000000001
7762,0.74
7763,0.9199999999999999
7764,0.515
7765,0.86
7766,0.9018308080808081
7767,0.9587628865979381
7768,0.88
7769,0.825
7770,0.855
7771,0.955
7772,0.8200000000000001
7773,0.895
7774,0.8005470229328845
7775,0.745
7776,0.895
7777,0.8200000000000001
7778,0.97
7779,0.81
7780,0.9
7781,0.925
7782,0.8298969072164948
7783,0.9639175257731959
7784,0.905
7785,0.9588068181818181
7786,0.905
7787,0.885
7788,0.74
7789,0.81
7790,0.78
7791,0.9230486008836525
7792,0.835
7793,0.5024195245108353
7794,0.75
7795,0.91
7796,0.9299999999999999
7797,0.9199999999999999
7798,0.6247633073848096
7799,0.8617189143698717
7800,0.895
7802,0.7235956238165369
7803,0.83
7804,0.96
7805,0.9199999999999999
7806,0.5847359562381653
7807,0.875
7808,0.75
7809,0.6599999999999999
7810,0.6065789473684211
7811,0.6599999999999999
7812,0.87
7813,0.87
7814,0.7944456132968651
7815,0.915
7816,0.9126341258152746
7817,0.8049999999999999
7818,0.995
7819,0.885
7820,0.8365768988007574
7821,0.8
7822,0.835
7823,0.64
7824,0.9
7825,0.79
7826,0.7245792426367461
7827,0.905
7828,0.66
7829,0.9693351567431097
7830,0.595
7831,0.895
7832,0.87
7833,0.905
7834,0.835945718493583
7836,0.985
7837,0.965
7838,0.8300547022932885
7839,0.8973806017252262
7840,0.79
7841,0.96
7842,0.8899999999999999
7843,0.98
7844,0.7
7845,0.92
7846,0.825
7847,0.8920155691142437
7848,0.9948453608247423
7849,0.845
7850,0.945
7851,0.81
7852,0.8458342099726488
7853,0.897853986955607
7854,0.935
7855,0.975
7856,0.9334630759520304
7857,0.4875341889333053
7858,0.8203766042499474
7859,0.5921694764862466
7860,0.975
7861,0.76
7862,0.71759941089838
7864,0.615
7865,0.8366820955186198
7866,0.675
7867,0.835
7868,0.8500000000000001
7869,0.99
7870,0.7995476541131916
7871,0.65
7872,0.86
7873,0.665
7874,0.88
7875,0.8
7876,0.7789473684210526
7877,0.73
7878,0.9024826425415526
7879,0.745
7880,0.735261524822695
7881,0.927887649905323
7882,0.83
7883,0.77
7884,0.865
7885,0.8049999999999999
7886,0.5935283687943262
7887,0.6686065846358497
7888,0.725
7889,0.785
7890,0.745
7891,0.95
7892,0.8629210992907801
7893,0.875
7894,0.68
7895,0.8899999999999999
7896,0.8459920050494425
7897,0.7
7898,0.915
7899,0.7993898590363981
7900,0.775
7902,0.875
7903,0.6668419945297707
7904,0.9550000000000001
7905,0.855
7906,0.615
7907,0.89
7908,0.925
7909,0.755
7910,0.9073742899221544
7911,0.725
7913,0.53
7914,0.9233641910372397
7915,0.7175468125394487
7916,0.78
7917,0.9099999999999999
7918,0.885
7919,0.78
7920,0.76
7921,0.72
7922,0.7211174242424243
7923,0.87
7924,0.99
7925,0.855
7926,0.774826425415527
7927,0.885
7928,0.75
7929,0.77
7930,0.865
7931,0.5748474647590995
7932,0.845
7933,0.865
7934,0.8920681674731749
7935,0.89
7936,0.9299999999999999
7937,0.8928571428571428
7938,0.5
7939,0.8700000000000001
7940,0.8300000000000001
7941,0.8017403835494956
7942,0.6607931832526825
7943,0.8220301418439716
7944,0.81
7945,0.7543130654323584
7946,0.96
7947,0.685
7948,0.6000000000000001
7949,0.895
7950,0.83
7951,0.6668421052631579
7952,0.8049999999999999
7953,0.745
7954,0.45166210814222596
7955,0.8928045444982117
7956,0.685
7957,0.7623114463176575
7958,0.855
7959,0.87
7960,0.7543656637912897
7962,0.6789772727272727
7963,0.8925941510624869
7964,0.935
7965,0.815
7966,0.9126341258152746
7967,0.8924889543446244
7968,0.8857323232323232
7969,0.5800000000000001
7970,0.9550000000000001
7971,0.775
7972,0.8199179292929293
7973,0.8807894736842106
7974,0.74
7975,0.6864085840521776
7976,0.76
7977,0.8366294971596886
7978,0.815
7979,0.522885101010101
7980,0.75
7981,0.8200000000000001
7982,0.8200000000000001
7983,0.5578581948243215
7984,0.55
7985,0.81
7986,0.8405743740795287
7987,0.9177887649905323
7988,0.89
7989,0.6799999999999999
7990,0.69
7991,0.825
7992,0.895
7993,0.9436145592257521
7995,0.935
7996,0.855
7997,0.935
7998,0.875
7999,0.815
8000,0.43999999999999995
8001,0.675
8002,0.73
8003,0.86
8004,0.5691142436355985
8005,0.74
8006,0.94
8007,0.8301073006522196
8008,0.609194193141174
8009,0.45999999999999996
8010,0.95
8011,0.9474734042553192
8012,0.5906795707973911
8013,0.81
8014,0.9299999999999999
8015,0.8660845781611614
8016,0.745
8017,0.7684094256259204
8018,0.7350000000000001
8019,0.75
8020,0.8636363636363636
8021,0.54
8022,0.88
8023,0.8400000000000001
8024,0.86
8025,0.85
8026,0.79
8027,0.935
8028,0.815
8029,0.897853986955607
8030,0.96
8032,0.7906059330948875
8033,0.59
8034,0.7403724747474747
8035,0.7592105263157894
8036,0.8049999999999999
8037,0.88
8038,0.7050000000000001
8039,0.915
8040,0.6197138649274143
8041,0.8056490637492111
8042,0.985
8043,0.7584157374289922
8044,0.888415404040404
8045,0.9426315789473685
8046,0.71
8047,0.6699999999999999
8048,0.67
8049,0.5747948664001683
8050,0.945
8051,0.7050000000000001
8052,0.5163600444499321
8053,0.9199999999999999
8054,0.8
8055,0.8619819061645276
8056,0.935
8057,0.574163686092994
8058,0.8671365453397855
8059,0.9074268882810856
8060,0.7065972222222222
8061,0.742951819903219
8062,0.9099999999999999
8063,0.8414685461813591
8064,0.845
8065,0.708184304649695
8066,0.84
8067,0.8570376604249947
8068,0.5900000000000001
8069,0.815
8070,0.9126341258152746
8071,0.515
8072,0.8567154255319149
8073,0.6204502419524511
8074,0.7432674100568062
8075,0.8
8076,0.6870923627182832
8077,0.625
8079,0.835
8080,0.7749999999999999
8081,0.855
8082,0.865
8083,0.525
8084,0.745
8085,0.935
8086,0.7168560606060606
8087,0.9099999999999999
8088,0.685
8089,0.9299999999999999
8090,0.9299999999999999
8091,0.725
8092,0.9099999999999999
8093,0.94
8094,0.794918998527246
8095,0.895
8096,0.745
8097,0.62
8098,0.945
8099,0.815
8100,0.94
8101,0.7547348484848485
8102,0.615
8103,0.9485588049652851
8104,0.881653692404797
8105,0.97
8106,0.8999999999999999
8107,0.9299999999999999
8108,0.5449999999999999
8109,0.6411213970124132
8111,0.7949999999999999
8112,0.95
8113,0.8615085209341469
8114,0.9334630759520304
8115,0.9
8116,0.66
8117,0.6341540404040404
8118,0.825
8119,0.92
8120,0.6842105263157895
8121,0.79
8122,0.44499999999999995
8123,0.895
8124,0.7632547864506627
8125,0.85
8126,0.655
8127,0.8300547022932885
8128,0.965
8129,0.8252411040904556
8130,0.8400000000000001
8131,0.6391752577319587
8132,0.74
8133,0.9299999999999999
8134,0.6365248226950355
8135,0.6909846412791921
8136,0.6574794866400169
8137,0.9299999999999999
8138,0.77
8139,0.75
8140,0.71
8141,0.8500000000000001
8142,0.895
8143,0.9846938775510203
8144,0.64
8145,0.925
8146,0.9650000000000001
8147,0.645
8148,0.755
8150,0.91
8151,0.925
8152,0.5024195245108353
8153,0.875
8154,0.7849999999999999
8155,0.735
8156,0.8374240299205236
8157,0.935
8158,0.905
8159,0.755
8160,0.7441089837997055
8161,0.8973280033662949
8162,0.95
